order_id,customer_id,order_date,status,region_code
O00434,C0106,2026-02-22 00:04:41,SHIPPED,EAST
O00435,C0294,2024-10-20 00:04:41,DELIVERED,WEST
O00436,C0026,2025-12-04 00:04:41,PLACED,NORTH
O00437,C0197,2025-10-19 00:04:41,RETURNED,WEST
O00438,C0316,2025-07-15 00:04:41,RETURNED,NORTH
O00439,C0499,2025-11-28 00:04:41,PLACED,WEST
O00440,C0050,2026-07-10 00:04:41,CANCELLED,WEST
O00441,C0119,2025-01-03 00:04:41,RETURNED,EAST
O00442,C0468,2025-02-12 00:04:41,DELIVERED,EAST
O00443,C0233,2024-10-14 00:04:41,DELIVERED,WEST
O00444,C0237,2025-05-25 00:04:41,RETURNED,SOUTH
O00445,C0261,2024-11-26 00:04:41,PLACED,EAST
O00446,C0273,2026-04-05 00:04:41,RETURNED,SOUTH
O00447,C0281,2025-12-15 00:04:41,DELIVERED,SOUTH
O00448,C0417,2025-10-24 00:04:41,CANCELLED,EAST
O00449,C0279,2025-02-02 00:04:41,PLACED,WEST
O00450,C0059,2025-11-26 00:04:41,PLACED,WEST
O00451,C0091,2025-09-28 00:04:41,PLACED,WEST
O00452,C0168,2026-06-16 00:04:41,SHIPPED,SOUTH
O00453,C0455,2026-05-22 00:04:41,SHIPPED,SOUTH
O00454,C0232,2025-09-12 00:04:41,CANCELLED,SOUTH
O00455,C0106,2025-06-29 00:04:41,DELIVERED,WEST
O00456,C0368,2025-07-27 00:04:41,RETURNED,NORTH
O00457,C0314,2025-09-26 00:04:41,DELIVERED,NORTH
O00458,C0190,2024-02-10 00:00:00,RETURNED,EAST
O00459,C0057,2024-09-09 00:04:41,RETURNED,WEST
O00460,C0321,2025-09-04 00:04:41,CANCELLED,SOUTH
O00461,C0340,2024-12-29 00:04:41,CANCELLED,EAST
O00462,C0431,2025-05-31 00:04:41,SHIPPED,SOUTH
O00463,C0006,2024-08-25 00:04:41,CANCELLED,WEST
O00464,C0500,2024-11-03 00:04:41,CANCELLED,WEST
O00465,C0458,2026-04-19 00:04:41,RETURNED,SOUTH
O00466,C0233,2026-02-25 00:04:41,CANCELLED,EAST
O00467,C0116,2026-04-20 00:00:00,CANCELLED,SOUTH
O00468,C0365,2025-10-03 00:04:41,RETURNED,EAST
O00469,C0018,2026-03-13 00:04:41,DELIVERED,NORTH
O00470,C0298,2026-07-17 00:04:41,RETURNED,EAST
O00471,C0239,2026-01-26 00:04:41,PLACED,SOUTH
O00472,C0242,2026-06-19 00:04:41,PLACED,EAST
O00473,C0314,2025-07-26 00:04:41,PLACED,WEST
O00474,C0233,2025-12-02 00:04:41,DELIVERED,WEST
O00475,C0181,2025-06-06 00:04:41,PLACED,EAST
O00476,C0373,2025-05-02 00:04:41,CANCELLED,SOUTH
O00477,C0294,2025-06-03 00:04:41,RETURNED,NORTH
O00478,C0147,2024-12-16 00:04:41,DELIVERED,EAST
O00479,C0068,2025-05-17 00:04:41,PLACED,NORTH
O00480,C0310,2026-04-06 00:04:41,CANCELLED,EAST
O00481,C0414,2026-07-27 00:04:41,SHIPPED,NORTH
O00482,C0176,2025-01-04 00:04:41,SHIPPED,WEST
O00483,C0386,2025-09-05 00:04:41,CANCELLED,SOUTH
O00484,C0108,2025-07-28 00:04:41,DELIVERED,NORTH
O00485,C0027,2025-09-21 00:04:41,CANCELLED,SOUTH
O00486,C0195,2025-09-12 00:04:41,SHIPPED,WEST
O00487,C0007,2025-11-11 00:04:41,DELIVERED,NORTH
O00488,C0050,2026-05-23 00:04:41,CANCELLED,EAST
O00489,C0172,2024-11-17 00:04:41,RETURNED,WEST
O00490,C0237,2025-04-13 00:04:41,RETURNED,SOUTH
O00491,C0267,2026-07-16 00:04:41,DELIVERED,NORTH
O00492,UNKNOWN,2024-10-17 00:00:00,PLACED,NORTH
O00493,C0351,2025-03-21 00:04:41,DELIVERED,SOUTH
O00494,UNKNOWN,2024-11-11 00:04:41,RETURNED,SOUTH
O00495,C0487,2024-12-11 00:04:41,PLACED,NORTH
O00496,C0439,2025-08-28 00:04:41,RETURNED,SOUTH
O00497,C0459,2025-02-13 00:04:41,CANCELLED,NORTH
O00498,C0328,2025-05-19 00:04:41,DELIVERED,EAST
O00499,C0083,2025-05-19 00:04:41,CANCELLED,WEST
O00500,C0171,2025-04-30 00:04:41,DELIVERED,SOUTH
O00501,C0226,2025-03-02 00:04:41,SHIPPED,WEST
O00502,C0056,2025-10-24 00:04:41,PLACED,WEST
O00503,C0367,2024-09-13 00:04:41,RETURNED,EAST
O00504,C0398,2025-12-31 00:04:41,PLACED,NORTH
O00505,C0341,2025-01-11 00:04:41,CANCELLED,NORTH
O00506,C0264,2025-12-24 00:04:41,CANCELLED,NORTH
O00507,C0277,2025-09-06 00:04:41,CANCELLED,NORTH
O00508,C0291,2025-08-11 00:04:41,DELIVERED,WEST
O00509,C0029,2026-06-02 00:04:41,RETURNED,EAST
O00510,C0042,2025-06-01 00:04:41,SHIPPED,NORTH
O00511,C0496,2025-02-20 00:04:41,CANCELLED,NORTH
O00512,C0323,2025-12-20 00:04:41,CANCELLED,SOUTH
O00513,UNKNOWN,2024-09-03 00:04:41,RETURNED,SOUTH
O00514,C0251,2026-02-13 00:04:41,CANCELLED,WEST
O00515,C0495,2024-09-15 00:04:41,DELIVERED,NORTH
O00516,C0208,2026-06-09 00:04:41,CANCELLED,SOUTH
O00517,C0380,2024-10-21 00:00:00,SHIPPED,WEST
O00518,UNKNOWN,2026-04-05 00:00:00,SHIPPED,NORTH
O00519,C0089,2025-06-19 00:04:41,PLACED,WEST
O00520,C0313,2026-04-06 00:04:41,PLACED,NORTH
O00521,C0255,2026-05-01 00:04:41,SHIPPED,WEST
O00522,C0173,2026-07-04 00:04:41,PLACED,SOUTH
O00523,C0165,2025-03-15 00:04:41,RETURNED,SOUTH
O00524,C0172,2025-05-16 00:04:41,CANCELLED,SOUTH
O00525,C0357,2025-01-24 00:04:41,RETURNED,NORTH
O00526,C0069,2026-05-18 00:04:41,SHIPPED,NORTH
O00527,C0451,2024-08-15 00:00:00,PLACED,EAST
O00528,C0214,2025-12-09 00:04:41,SHIPPED,SOUTH
O00529,C0328,2025-11-13 00:04:41,SHIPPED,NORTH
O00530,C0306,2026-01-02 00:04:41,PLACED,EAST
O00531,C0179,2026-03-03 00:04:41,PLACED,NORTH
O00532,C0317,2026-02-12 00:04:41,CANCELLED,SOUTH
O00533,C0142,2024-12-02 00:04:41,CANCELLED,WEST
O00534,C0091,2024-09-22 00:04:41,DELIVERED,EAST
O00535,C0108,2025-07-17 00:04:41,CANCELLED,NORTH
O00536,C0054,2026-02-10 00:04:41,PLACED,WEST
O00537,C0264,2025-04-06 00:04:41,RETURNED,EAST
O00538,C0215,2026-07-03 00:04:41,SHIPPED,NORTH
O00539,C0167,2025-04-08 00:04:41,SHIPPED,WEST
O00540,C0457,2025-12-04 00:04:41,PLACED,WEST
O00541,C0075,2026-04-25 00:04:41,CANCELLED,EAST
O00542,C0070,2025-02-23 00:04:41,DELIVERED,SOUTH
O00543,C0172,2026-07-18 00:04:41,DELIVERED,SOUTH
O00544,C0057,2025-11-21 00:04:41,DELIVERED,SOUTH
O00545,C0454,2025-01-16 00:04:41,RETURNED,SOUTH
O00546,C0296,2025-04-01 00:04:41,RETURNED,WEST
O00547,C0442,2026-04-06 00:04:41,CANCELLED,EAST
O00548,C0008,2025-04-18 00:04:41,CANCELLED,SOUTH
O00549,C0457,2025-01-08 00:04:41,PLACED,WEST
O00550,UNKNOWN,2025-12-03 00:04:41,RETURNED,NORTH
O00551,C0218,2025-12-12 00:04:41,PLACED,WEST
O00552,C0254,2026-03-03 00:04:41,CANCELLED,SOUTH
O00553,C0068,2025-04-10 00:04:41,PLACED,NORTH
O00554,C0246,2025-01-21 00:04:41,RETURNED,NORTH
O00555,C0500,2024-12-28 00:04:41,CANCELLED,SOUTH
O00556,C0405,2026-05-12 00:04:41,PLACED,NORTH
O00557,C0198,2025-07-15 00:04:41,DELIVERED,WEST
O00558,C0386,2026-04-28 00:04:41,SHIPPED,NORTH
O00559,C0318,2024-10-04 00:04:41,DELIVERED,NORTH
O00560,C0057,2025-11-28 00:04:41,DELIVERED,EAST
O00561,C0090,2026-07-31 00:04:41,SHIPPED,SOUTH
O00562,C0172,2024-12-03 00:04:41,RETURNED,SOUTH
O00563,C0386,2025-03-27 00:04:41,DELIVERED,WEST
O00564,C0142,2025-08-25 00:04:41,CANCELLED,NORTH
O00565,C0241,2026-07-04 00:04:41,DELIVERED,WEST
O00566,C0318,2026-06-29 00:04:41,PLACED,SOUTH
O00567,C0457,2024-11-06 00:04:41,SHIPPED,EAST
O00568,C0491,2024-11-28 00:04:41,PLACED,SOUTH
O00569,C0255,2025-03-06 00:04:41,PLACED,EAST
O00570,C0214,2026-02-14 00:04:41,CANCELLED,EAST
O00571,C0216,2026-05-31 00:00:00,SHIPPED,NORTH
O00572,C0012,2025-04-03 00:04:41,RETURNED,EAST
O00573,C0211,2026-06-11 00:04:41,DELIVERED,WEST
O00574,C0304,2026-02-02 00:04:41,CANCELLED,WEST
O00575,C0156,2025-06-18 00:04:41,DELIVERED,SOUTH
O00576,C0248,2025-05-31 00:04:41,PLACED,SOUTH
O00577,C0181,2025-01-26 00:04:41,SHIPPED,EAST
O00578,C0094,2026-08-04 00:04:41,SHIPPED,SOUTH
O00579,C0122,2025-06-29 00:04:41,CANCELLED,EAST
O00580,C0190,2026-03-07 00:04:41,DELIVERED,EAST
O00581,C0076,2026-02-12 00:04:41,RETURNED,EAST
O00582,C0063,2025-09-27 00:04:41,SHIPPED,WEST
O00583,C0476,2024-08-13 00:04:41,RETURNED,EAST
O00584,C0332,2025-12-07 00:04:41,RETURNED,SOUTH
O00585,C0410,2025-11-04 00:04:41,PLACED,WEST
O00586,UNKNOWN,2026-07-04 00:04:41,DELIVERED,NORTH
O00587,C0206,2025-03-22 00:04:41,PLACED,EAST
O00588,C0029,2025-02-24 00:04:41,SHIPPED,EAST
O00589,UNKNOWN,2026-02-11 00:04:41,PLACED,WEST
O00590,C0100,2026-04-18 00:04:41,PLACED,EAST
O00591,C0204,2025-10-20 00:04:41,DELIVERED,NORTH
O00592,C0146,2025-06-20 00:04:41,RETURNED,NORTH
O00593,C0111,2025-11-06 00:04:41,CANCELLED,WEST
O00594,C0148,2025-10-17 00:04:41,CANCELLED,SOUTH
O00595,C0428,2024-11-05 00:04:41,DELIVERED,WEST
O00596,C0445,2025-07-18 00:04:41,RETURNED,WEST
O00597,UNKNOWN,2026-05-25 00:04:41,CANCELLED,SOUTH
O00598,C0285,2026-03-13 00:04:41,SHIPPED,SOUTH
O00599,C0096,2025-06-01 00:04:41,PLACED,EAST
O00600,C0428,2025-12-27 00:04:41,CANCELLED,SOUTH
O00601,C0014,2025-01-13 00:04:41,CANCELLED,NORTH
O00602,C0335,2025-05-30 00:04:41,CANCELLED,SOUTH
O00603,C0015,2025-05-19 00:04:41,PLACED,EAST
O00604,C0298,2025-10-29 00:04:41,CANCELLED,NORTH
O00605,C0192,2026-03-21 00:00:00,DELIVERED,SOUTH
O00606,C0298,2025-07-02 00:04:41,SHIPPED,EAST
O00607,C0084,2025-08-13 00:04:41,DELIVERED,NORTH
O00608,C0149,2026-05-25 00:04:41,RETURNED,SOUTH
O00609,C0393,2024-11-13 00:04:41,SHIPPED,EAST
O00610,C0447,2026-07-11 00:04:41,DELIVERED,EAST
O00611,C0050,2025-08-04 00:04:41,PLACED,SOUTH
O00612,C0266,2025-12-18 00:04:41,SHIPPED,NORTH
O00613,C0112,2025-03-23 00:04:41,RETURNED,NORTH
O00614,C0214,2024-10-26 00:04:41,SHIPPED,NORTH
O00615,C0246,2026-07-17 00:04:41,CANCELLED,EAST
O00616,C0089,2024-09-07 00:04:41,PLACED,SOUTH
O00617,C0066,2025-01-01 00:04:41,DELIVERED,SOUTH
O00618,C0108,2024-10-28 00:04:41,PLACED,NORTH
O00619,C0010,2025-10-24 00:00:00,PLACED,NORTH
O00620,C0407,2026-04-08 00:04:41,PLACED,EAST
O00621,C0023,2026-06-23 00:00:00,PLACED,NORTH
O00622,C0472,2026-04-02 00:04:41,SHIPPED,EAST
O00623,C0015,2025-05-20 00:04:41,DELIVERED,EAST
O00624,C0083,2026-04-28 00:04:41,RETURNED,NORTH
O00625,C0051,2024-08-23 00:04:41,SHIPPED,EAST
O00626,C0088,2026-10-02 00:00:00,PLACED,SOUTH
O00627,C0472,2026-08-03 00:04:41,RETURNED,SOUTH
O00628,C0226,2024-11-26 00:04:41,DELIVERED,WEST
O00629,C0218,2025-03-30 00:04:41,DELIVERED,NORTH
O00630,C0239,2024-12-26 00:04:41,DELIVERED,EAST
O00631,C0286,2024-11-01 00:04:41,PLACED,WEST
O00632,C0146,2025-06-24 00:04:41,CANCELLED,SOUTH
O00633,C0284,2025-10-21 00:04:41,PLACED,WEST
O00634,C0481,2025-08-02 00:00:00,CANCELLED,NORTH
O00635,C0203,2026-06-14 00:04:41,PLACED,SOUTH
O00636,C0203,2026-04-05 00:04:41,SHIPPED,NORTH
O00637,C0187,2025-07-21 00:04:41,CANCELLED,NORTH
O00638,C0120,2026-01-02 00:04:41,RETURNED,EAST
O00639,C0388,2026-05-30 00:04:41,DELIVERED,WEST
O00640,C0342,2025-09-27 00:04:41,RETURNED,EAST
O00641,C0076,2024-11-27 00:04:41,CANCELLED,WEST
O00642,C0119,2024-12-24 00:00:00,PLACED,NORTH
O00643,C0256,2025-02-08 00:04:41,DELIVERED,SOUTH
O00644,C0156,2024-11-15 00:04:41,RETURNED,WEST
O00645,C0406,2025-06-05 00:04:41,CANCELLED,EAST
O00646,C0278,2026-02-13 00:04:41,PLACED,WEST
O00647,C0451,2025-09-05 00:04:41,CANCELLED,WEST
O00648,UNKNOWN,2025-02-06 00:04:41,DELIVERED,SOUTH
O00649,C0252,2025-06-24 00:04:41,CANCELLED,NORTH
O00650,C0292,2026-06-15 00:04:41,RETURNED,WEST
O00651,C0244,2025-01-16 00:04:41,CANCELLED,EAST
O00652,C0254,2025-08-30 00:04:41,DELIVERED,EAST
O00653,C0165,2026-05-04 00:00:00,DELIVERED,EAST
O00654,C0415,2024-09-05 00:04:41,DELIVERED,WEST
O00655,C0050,2025-08-09 00:04:41,PLACED,SOUTH
O00656,C0127,2025-06-24 00:04:41,PLACED,EAST
O00657,C0059,2024-08-29 00:04:41,PLACED,WEST
O00658,C0337,2026-03-13 00:04:41,CANCELLED,EAST
O00659,C0011,2026-03-04 00:00:00,DELIVERED,WEST
O00660,C0293,2026-03-18 00:04:41,CANCELLED,NORTH
O00661,C0354,2025-07-19 00:04:41,DELIVERED,SOUTH
O00662,C0315,2025-10-29 00:04:41,PLACED,SOUTH
O00663,C0148,2025-06-09 00:04:41,CANCELLED,SOUTH
O00664,C0320,2024-11-11 00:04:41,RETURNED,NORTH
O00665,C0304,2024-10-16 00:04:41,RETURNED,WEST
O00666,C0219,2024-10-26 00:04:41,DELIVERED,EAST
O00667,C0222,2025-06-25 00:04:41,CANCELLED,EAST
O00668,C0320,2026-06-27 00:04:41,SHIPPED,NORTH
O00669,C0322,2025-02-16 00:04:41,SHIPPED,WEST
O00670,C0138,2026-02-05 00:04:41,CANCELLED,NORTH
O00671,C0268,2025-11-25 00:04:41,SHIPPED,EAST
O00672,C0433,2025-07-01 00:04:41,PLACED,SOUTH
O00673,C0434,2025-05-29 00:04:41,DELIVERED,SOUTH
O00674,C0208,2025-01-09 00:04:41,SHIPPED,EAST
O00675,C0238,2025-10-29 00:04:41,PLACED,SOUTH
O00676,C0082,2024-09-07 00:04:41,DELIVERED,SOUTH
O00677,C0330,2025-12-19 00:04:41,PLACED,NORTH
O00678,C0161,2024-10-13 00:04:41,CANCELLED,EAST
O00679,C0344,2024-11-09 00:04:41,SHIPPED,SOUTH
O00680,C0058,2026-01-03 00:04:41,RETURNED,EAST
O00681,C0255,2025-04-09 00:04:41,DELIVERED,EAST
O00682,C0427,2025-09-12 00:04:41,SHIPPED,WEST
O00683,C0112,2025-02-04 00:04:41,DELIVERED,WEST
O00684,C0210,2026-04-04 00:04:41,RETURNED,EAST
O00685,C0359,2025-06-29 00:04:41,CANCELLED,SOUTH
O00686,C0494,2025-01-04 00:04:41,DELIVERED,EAST
O00687,C0011,2026-04-21 00:00:00,PLACED,SOUTH
O00688,C0130,2025-06-21 00:04:41,DELIVERED,NORTH
O00689,C0274,2025-11-05 00:04:41,CANCELLED,EAST
O00690,C0155,2025-04-07 00:04:41,SHIPPED,WEST
O00691,C0324,2026-05-30 00:04:41,PLACED,EAST
O00692,C0444,2025-12-25 00:04:41,CANCELLED,EAST
O00693,C0368,2024-11-19 00:04:41,DELIVERED,NORTH
O00694,C0181,2026-02-20 00:04:41,CANCELLED,NORTH
O00695,C0391,2026-05-27 00:04:41,CANCELLED,SOUTH
O00696,C0002,2026-05-14 00:04:41,RETURNED,NORTH
O00697,C0057,2026-01-19 00:04:41,SHIPPED,WEST
O00698,C0406,2025-11-14 00:04:41,SHIPPED,EAST
O00699,C0089,2025-07-10 00:04:41,SHIPPED,NORTH
O00700,C0213,2025-09-15 00:04:41,RETURNED,SOUTH
O00701,C0011,2026-03-03 00:04:41,SHIPPED,NORTH
O00702,C0499,2025-05-04 00:04:41,SHIPPED,NORTH
O00703,C0206,2026-04-15 00:04:41,PLACED,EAST
O00704,C0088,2024-07-12 00:00:00,RETURNED,WEST
O00705,C0396,2025-11-16 00:04:41,CANCELLED,NORTH
O00706,C0115,2025-02-20 00:04:41,DELIVERED,EAST
O00707,C0383,2024-12-20 00:04:41,SHIPPED,SOUTH
O00708,C0422,2026-07-03 00:04:41,SHIPPED,WEST
O00709,C0406,2025-06-02 00:04:41,SHIPPED,WEST
O00710,C0465,2026-03-28 00:04:41,CANCELLED,NORTH
O00711,C0006,2025-07-06 00:04:41,CANCELLED,SOUTH
O00712,C0366,2025-10-16 00:04:41,DELIVERED,NORTH
O00713,C0049,2024-10-01 00:04:41,SHIPPED,WEST
O00714,C0466,2026-04-21 00:04:41,RETURNED,NORTH
O00715,C0003,2026-05-05 00:04:41,CANCELLED,EAST
O00716,C0068,2026-04-03 00:00:00,SHIPPED,EAST
O00717,C0087,2025-07-22 00:04:41,SHIPPED,NORTH
O00718,C0163,2025-10-26 00:04:41,PLACED,EAST
O00719,C0023,2026-01-02 00:04:41,DELIVERED,EAST
O00720,C0475,2025-05-05 00:04:41,DELIVERED,EAST
O00721,C0224,2025-06-28 00:04:41,CANCELLED,SOUTH
O00722,C0285,2026-06-13 00:04:41,CANCELLED,NORTH
O00723,C0097,2025-04-01 00:04:41,CANCELLED,EAST
O00724,C0084,2025-10-29 00:04:41,CANCELLED,NORTH
O00725,C0227,2026-08-05 00:04:41,CANCELLED,WEST
O00726,C0058,2025-01-07 00:04:41,PLACED,SOUTH
O00727,C0445,2025-01-28 00:04:41,DELIVERED,SOUTH
O00728,C0299,2024-08-13 00:04:41,RETURNED,SOUTH
O00729,C0214,2025-04-18 00:04:41,PLACED,EAST
O00730,C0014,2026-07-06 00:04:41,DELIVERED,NORTH
O00731,C0429,2024-09-07 00:04:41,CANCELLED,WEST
O00732,C0322,2026-04-09 00:04:41,DELIVERED,NORTH
O00733,C0336,2025-11-15 00:04:41,RETURNED,SOUTH
O00734,C0109,2026-05-30 00:04:41,PLACED,NORTH
O00735,C0281,2025-09-03 00:04:41,DELIVERED,SOUTH
O00736,C0123,2025-09-21 00:04:41,SHIPPED,SOUTH
O00737,C0199,2025-05-27 00:04:41,SHIPPED,NORTH
O00738,C0153,2025-10-25 00:04:41,DELIVERED,SOUTH
O00739,C0184,2025-08-20 00:04:41,CANCELLED,WEST
O00740,C0454,2025-05-10 00:04:41,CANCELLED,NORTH
O00741,C0388,2025-08-21 00:04:41,CANCELLED,WEST
O00742,UNKNOWN,2025-07-24 00:04:41,SHIPPED,SOUTH
O00743,C0477,2026-05-15 00:04:41,PLACED,EAST
O00744,C0240,2025-12-11 00:04:41,SHIPPED,EAST
O00745,C0431,2025-10-20 00:04:41,PLACED,NORTH
O00746,UNKNOWN,2024-11-27 00:04:41,CANCELLED,NORTH
O00747,C0238,2026-03-14 00:04:41,DELIVERED,EAST
O00748,C0300,2026-06-01 00:00:00,CANCELLED,SOUTH
O00749,C0403,2025-09-15 00:00:00,CANCELLED,EAST
O00750,C0161,2025-11-17 00:04:41,CANCELLED,EAST
O00751,C0175,2025-02-16 00:04:41,PLACED,EAST
O00752,C0447,2025-10-27 00:04:41,PLACED,WEST
O00753,UNKNOWN,2026-06-11 00:04:41,CANCELLED,WEST
O00754,C0156,2026-05-02 00:04:41,CANCELLED,EAST
O00755,C0045,2024-08-23 00:04:41,PLACED,SOUTH
O00756,UNKNOWN,2025-12-14 00:04:41,SHIPPED,WEST
O00757,C0432,2026-02-11 00:04:41,DELIVERED,WEST
O00758,C0076,2024-08-31 00:04:41,SHIPPED,WEST
O00759,C0494,2024-08-29 00:04:41,RETURNED,SOUTH
O00760,C0104,2025-09-14 00:04:41,PLACED,NORTH
O00761,C0323,2025-10-25 00:04:41,CANCELLED,EAST
O00762,C0019,2025-12-19 00:04:41,RETURNED,WEST
O00763,C0119,2026-01-31 00:00:00,RETURNED,EAST
O00764,C0284,2026-06-03 00:04:41,CANCELLED,NORTH
O00765,C0254,2026-06-01 00:04:41,CANCELLED,NORTH
O00766,C0083,2025-02-21 00:04:41,CANCELLED,SOUTH
O00767,C0260,2026-07-11 00:04:41,RETURNED,WEST
O00768,C0068,2026-08-07 00:04:41,CANCELLED,EAST
O00769,C0408,2025-01-21 00:04:41,DELIVERED,NORTH
O00770,C0342,2025-02-02 00:04:41,RETURNED,WEST
O00771,C0052,2025-12-27 00:04:41,SHIPPED,NORTH
O00772,C0010,2025-05-03 00:04:41,SHIPPED,SOUTH
O00773,C0424,2026-06-01 00:00:00,PLACED,EAST
O00774,C0221,2025-03-29 00:04:41,SHIPPED,WEST
O00775,C0133,2025-08-07 00:04:41,RETURNED,EAST
O00776,C0459,2026-07-16 00:04:41,RETURNED,NORTH
O00777,C0362,2025-10-31 00:04:41,PLACED,NORTH
O00778,C0401,2024-11-21 00:04:41,PLACED,NORTH
O00779,C0086,2025-03-07 00:04:41,SHIPPED,EAST
O00780,C0363,2026-01-09 00:04:41,PLACED,SOUTH
O00781,C0332,2024-12-28 00:04:41,SHIPPED,WEST
O00782,C0497,2024-08-15 00:04:41,CANCELLED,EAST
O00783,C0147,2024-11-04 00:04:41,CANCELLED,EAST
O00784,C0323,2025-01-11 00:04:41,RETURNED,WEST
O00785,C0404,2025-10-22 00:04:41,CANCELLED,WEST
O00786,C0488,2026-07-08 00:04:41,PLACED,WEST
O00787,C0075,2026-01-20 00:04:41,PLACED,EAST
O00788,C0162,2025-01-24 00:04:41,CANCELLED,NORTH
O00789,C0339,2025-01-10 00:04:41,PLACED,EAST
O00790,C0215,2026-07-07 00:04:41,DELIVERED,EAST
O00791,C0466,2025-05-22 00:04:41,RETURNED,SOUTH
O00792,C0359,2026-05-30 00:04:41,RETURNED,WEST
O00793,C0358,2026-06-04 00:04:41,SHIPPED,EAST
O00794,UNKNOWN,2025-07-17 00:04:41,SHIPPED,EAST
O00795,C0110,2026-02-25 00:04:41,DELIVERED,SOUTH
O00796,UNKNOWN,2026-02-12 00:04:41,SHIPPED,EAST
O00797,C0372,2026-01-08 00:04:41,PLACED,EAST
O00798,C0133,2025-08-06 00:04:41,PLACED,WEST
O00799,C0153,2024-08-14 00:04:41,SHIPPED,SOUTH
O00800,C0180,2026-06-22 00:04:41,RETURNED,SOUTH
O00801,C0366,2025-04-19 00:04:41,RETURNED,SOUTH
O00802,C0422,2025-11-17 00:04:41,CANCELLED,WEST
O00803,C0042,2025-10-18 00:04:41,CANCELLED,SOUTH
O00804,C0229,2026-07-03 00:04:41,RETURNED,WEST
O00805,C0447,2026-01-01 00:04:41,CANCELLED,WEST
O00806,C0375,2025-01-22 00:04:41,SHIPPED,WEST
O00807,C0365,2026-07-31 00:04:41,RETURNED,NORTH
O00808,C0356,2025-06-12 00:00:00,SHIPPED,EAST
O00809,C0472,2026-04-17 00:04:41,PLACED,NORTH
O00810,C0190,2024-09-19 00:04:41,PLACED,EAST
O00811,C0157,2025-06-15 00:04:41,PLACED,SOUTH
O00812,C0073,2025-10-14 00:00:00,DELIVERED,EAST
O00813,C0111,2025-12-22 00:00:00,RETURNED,EAST
O00814,C0035,2025-10-10 00:04:41,DELIVERED,WEST
O00815,C0461,2025-08-30 00:04:41,RETURNED,SOUTH
O00816,C0391,2026-05-22 00:04:41,CANCELLED,WEST
O00817,C0077,2025-07-08 00:04:41,RETURNED,WEST
O00818,C0199,2025-09-17 00:04:41,PLACED,WEST
O00819,C0377,2024-11-07 00:04:41,PLACED,EAST
O00820,C0288,2026-05-30 00:04:41,SHIPPED,NORTH
O00821,C0491,2025-02-18 00:04:41,RETURNED,NORTH
O00822,C0062,2026-02-04 00:04:41,PLACED,EAST
O00823,C0403,2026-08-01 00:04:41,RETURNED,WEST
O00824,C0044,2026-04-22 00:04:41,RETURNED,NORTH
O00825,C0252,2024-09-01 00:04:41,SHIPPED,WEST
O00826,C0013,2025-06-29 00:04:41,PLACED,NORTH
O00827,C0051,2025-05-28 00:04:41,DELIVERED,NORTH
O00828,C0079,2025-09-30 00:04:41,PLACED,EAST
O00829,UNKNOWN,2024-10-07 00:04:41,PLACED,EAST
O00830,C0073,2025-07-06 00:04:41,PLACED,NORTH
O00831,C0104,2026-04-12 00:04:41,CANCELLED,WEST
O00832,C0487,2024-10-10 00:04:41,RETURNED,WEST
O00833,C0034,2025-09-30 00:04:41,PLACED,EAST
O00834,C0284,2026-07-01 00:04:41,RETURNED,SOUTH
O00835,C0156,2025-11-08 00:04:41,RETURNED,SOUTH
O00836,C0401,2025-08-26 00:04:41,SHIPPED,SOUTH
O00837,C0276,2026-02-28 00:04:41,PLACED,WEST
O00838,C0493,2025-06-01 00:04:41,SHIPPED,NORTH
O00839,C0031,2025-12-15 00:04:41,DELIVERED,WEST
O00840,C0180,2025-03-14 00:04:41,RETURNED,EAST
O00841,C0024,2026-02-06 00:04:41,DELIVERED,NORTH
O00842,C0203,2024-12-30 00:04:41,DELIVERED,WEST
O00843,C0108,2025-06-30 00:04:41,DELIVERED,EAST
O00844,C0386,2025-05-15 00:04:41,DELIVERED,EAST
O00845,C0108,2026-04-14 00:04:41,SHIPPED,NORTH
O00846,C0312,2024-08-18 00:04:41,CANCELLED,WEST
O00847,C0391,2024-10-31 00:04:41,PLACED,NORTH
O00848,C0457,2026-06-27 00:04:41,PLACED,EAST
O00849,C0498,2026-04-16 00:04:41,SHIPPED,NORTH
O00850,C0064,2025-02-22 00:04:41,SHIPPED,NORTH
O00851,C0389,2026-08-05 00:04:41,PLACED,EAST
O00852,C0414,2025-04-05 00:04:41,DELIVERED,NORTH
O00853,C0144,2026-07-30 00:04:41,SHIPPED,NORTH
O00854,C0101,2026-05-24 00:04:41,DELIVERED,WEST
O00855,C0088,2026-06-15 00:04:41,RETURNED,SOUTH
O00856,C0034,2024-10-14 00:04:41,RETURNED,SOUTH
O00857,C0452,2025-05-16 00:04:41,PLACED,EAST
O00858,C0349,2025-11-16 00:00:00,CANCELLED,NORTH
O00859,C0438,2025-10-25 00:04:41,CANCELLED,EAST
O00860,C0063,2025-11-29 00:04:41,RETURNED,NORTH
O00861,C0453,2024-09-26 00:04:41,CANCELLED,WEST
O00862,UNKNOWN,2025-02-24 00:04:41,RETURNED,NORTH
O00863,C0378,2026-07-16 00:04:41,PLACED,SOUTH
O00864,C0101,2025-06-23 00:04:41,PLACED,NORTH
O00865,C0246,2024-09-02 00:04:41,DELIVERED,EAST
O00866,C0127,2025-04-10 00:04:41,PLACED,EAST
