item_id,order_id,product_id,quantity,unit_price,discount_percent
I00667,O00772,P0417,3,5551.77,12
I00668,O00522,P0476,1,5001.05,29
I00669,O00568,P0262,5,5717.79,6
I00670,O00876,P0322,3,9818.8,19
I00671,O00793,P0161,1,1282.5,5
I00672,O00112,P0022,1,8487.03,8
I00673,O00550,P0066,1,7860.32,29
I00674,O01353,P0291,4,692.81,3
I00675,O01474,P0142,3,2913.46,7
I00676,O01237,P0293,2,7542.09,29
I00677,O00485,P0078,5,327.25,18
I00678,O00352,P0413,3,9667.36,12
I00679,O00036,P0489,2,1687.92,18
I00680,O00553,P0415,5,4913.95,3
I00681,O00453,P0124,2,4649.12,5
I00682,O00573,P0055,2,131.37,21
I00683,O01229,P0435,3,3928.36,6
I00684,O00168,P0210,2,7153.01,14
I00685,O00788,P0436,2,6189.02,12
I00686,O00557,P0106,1,8829.88,15
I00687,O01074,P0176,4,3288.59,15
I00688,O00906,P0311,5,2134.15,4
I00689,O01432,P0350,1,3838.88,25
I00690,O00644,P0181,4,4110.51,7
I00691,O00778,P0308,3,8789.53,30
I00692,O01154,P0125,1,6490.22,2
I00693,O00045,P0200,4,5759.4,11
I00694,O00894,P0371,-4,4508.74,13
I00695,O00714,P0118,1,2764.3,29
I00696,O00346,P0113,3,8551.1,20
I00697,O00401,P0434,5,459.3,12
I00698,O00469,P0047,3,7100.34,5
I00699,O01133,P0026,1,2578.87,16
I00700,O00601,P0073,3,8599.15,8
I00701,O00639,P0086,2,5253.03,7
I00702,O01173,P0336,1,7852.7,27
I00703,O00964,P0483,2,4290.31,5
I00704,O00401,P0309,-2,7154.04,2
I00705,O00367,P0274,1,1328.96,14
I00706,O01482,P0092,5,1611.91,29
I00707,O00018,P0167,2,8568.53,24
I00708,O00043,P0257,3,5094.65,1
I00709,O00100,P0241,4,1643.5,4
I00710,O00753,P0294,2,7853.26,14
I00711,O01455,P0057,2,7162.95,5
I00712,O00138,P0194,5,1445.45,9
I00713,O01004,P0347,4,7567.16,17
I00714,O01076,P0239,5,9624.84,30
I00715,O01241,P0296,5,7211.72,23
I00716,O01073,P0480,4,4136.02,16
I00717,O00075,P0106,4,826.83,11
I00718,O00845,P0196,3,3821.85,11
I00719,O00407,P0385,1,258.81,13
I00720,O01210,P0405,2,7611.69,4
I00721,O00292,P0009,3,9014.99,28
I00722,O00818,P0239,4,7157.61,11
I00723,O00852,P0492,2,608.33,30
I00724,O00208,P0152,2,3802.95,11
I00725,O01339,P0447,4,4390.49,19
I00726,O01050,P0283,3,4823.37,29
I00727,O00679,P0100,4,3172.38,16
I00728,O00208,P0075,-2,7468.94,17
I00729,O01044,P0112,3,6343.68,11
I00730,O00685,P0409,1,6167.97,11
I00731,O00754,P0027,5,8032.12,18
I00732,O00999,P0222,1,7660.03,1
I00733,O01160,P0260,5,766.16,30
I00734,O00774,P0170,2,6640.1,14
I00735,O00403,P0048,3,6207.06,8
I00736,O00091,P0156,4,219.94,4
I00737,O00397,P0214,2,8014.77,28
I00738,O01164,P0131,2,9905.22,6
I00739,O00335,P0440,1,470.86,23
I00740,O00449,P0240,4,9159.83,5
I00741,O01371,P0236,4,8135.73,10
I00742,O00763,P0436,5,4742.37,30
I00743,O01123,P0456,3,9023.13,23
I00744,O00669,P0270,3,1640.42,21
I00745,O00572,P0413,5,5979.12,28
I00746,O00046,P0223,2,4885.62,10
I00747,O01484,P0208,5,607.74,18
I00748,O00528,P0055,3,8258.28,17
I00749,O00449,P0451,2,9566.15,14
I00750,O01429,P0278,2,5107.85,13
I00751,O00679,P0154,4,903.18,5
I00752,O01358,P0034,5,7772.16,29
I00753,O00886,P0079,1,4200.81,0
I00754,O00243,P0158,3,2433.25,28
I00755,O00812,P0302,4,2218.88,13
I00756,O01251,P0412,2,1732.45,5
I00757,O00772,P0437,5,920.5,2
I00758,O00018,P0077,1,5449.67,15
I00759,O01429,P0332,1,1603.69,1
I00760,O00067,P0069,1,2985.09,26
I00761,O01434,P0183,3,6693.98,2
I00762,O00635,P0170,1,1089.72,18
I00763,O01259,P0001,1,8232.15,6
I00764,O01005,P0056,2,2746.57,9
I00765,O00147,P0426,5,6166.1,4
I00766,O00533,P0081,1,6470.29,22
I00767,O01243,P0115,5,6921.42,1
I00768,O01362,P0084,4,6979.6,25
I00769,O01043,P0157,4,3007.17,22
I00770,O00482,P0407,4,9847.53,9
I00771,O00945,P0077,3,7062.02,1
I00772,O00242,P0076,1,1165.98,14
I00773,O00151,P0145,2,7726.63,22
I00774,O01472,P0247,3,4409.81,3
I00775,O00620,P0480,5,7120.2,28
I00776,O00746,P0081,4,3968.86,11
I00777,O00517,P0200,1,1946.97,15
I00778,O00815,P0402,4,7120.5,10
I00779,O00670,P0382,4,9670.3,13
I00780,O01161,P0445,3,7028.57,0
I00781,O00852,P0048,2,4920.25,10
I00782,O00288,P0123,2,5176.57,15
I00783,O01477,P0093,3,4236.91,24
I00784,O01457,P0176,1,8022.07,11
I00785,O00989,P0396,-3,8260.81,16
I00786,O00681,P0349,2,6620.79,23
I00787,O00801,P0456,5,5334.48,18
I00788,O00403,P0223,5,7720.15,23
I00789,O01473,P0303,1,5516.52,17
I00790,O00682,P0010,4,4132.63,20
I00791,O00855,P0476,1,4689.08,28
I00792,O00646,P0428,5,5949.85,14
I00793,O01336,P0437,3,483.23,7
I00794,O00544,P0003,5,5354.35,1
I00795,O00921,P0123,2,4030.1,13
I00796,O00561,P0275,1,8162.8,17
I00797,O01311,P0404,-4,3131.42,19
I00798,O01189,P0110,1,5387.49,17
I00799,O00481,P0474,3,9893.84,17
I00800,O01344,P0103,3,240.69,13
I00801,O00503,P0485,1,4850.66,3
I00802,O01498,P0133,2,1773.32,9
I00803,O00874,P0105,3,7318.7,11
I00804,O00592,P0159,1,9979.06,22
I00805,O00157,P0080,5,8744.89,27
I00806,O00136,P0399,1,7726.36,24
I00807,O00233,P0392,3,4567.79,3
I00808,O01095,P0239,5,5156.72,15
I00809,O00171,P0183,5,7911.1,11
I00810,O00388,P0280,2,9454.91,23
I00811,O01271,P0412,1,9697.28,24
I00812,O00333,P0075,1,3486.8,16
I00813,O01294,P0180,5,394.91,27
I00814,O00886,P0054,4,8092.02,24
I00815,O00390,P0318,4,6411.14,24
I00816,O00138,P0500,5,9930.92,7
I00817,O00938,P0199,4,3289.92,11
I00818,O00075,P0232,2,1962.0,18
I00819,O01362,P0479,-3,3788.12,10
I00820,O00016,P0497,4,3220.18,14
I00821,O00197,P0305,1,5253.09,24
I00822,O00970,P0254,1,5580.49,17
I00823,O00067,P0403,3,8368.74,10
I00824,O00872,P0151,2,485.49,3
I00825,O01362,P0494,1,9984.19,22
I00826,O00314,P0144,3,3465.42,13
I00827,O00746,P0039,1,5033.04,23
I00828,O00054,P0146,3,3344.76,22
I00829,O01076,P0309,1,6035.5,3
I00830,O00542,P0394,3,3404.47,28
I00831,O00435,P0299,1,8023.68,7
I00832,O01127,P0387,1,5458.93,27
I00833,O01125,P0479,1,5815.88,22
I00834,O01132,P0337,5,3045.71,28
I00835,O00084,P0160,4,9196.5,13
I00836,O00552,P0380,1,615.33,2
I00837,O01205,P0003,1,1157.6,15
I00838,O00740,P0208,1,5465.45,8
I00839,O01150,P0459,2,7961.66,2
I00840,O01329,P0471,3,5733.25,27
I00841,O00035,P0241,1,2262.34,22
I00842,O01398,P0261,2,2462.01,13
I00843,O00560,P0296,1,7967.14,24
I00844,O00488,P0031,2,4354.26,19
I00845,O01081,P0150,4,3508.25,12
I00846,O01185,P0148,5,2766.67,19
I00847,O00523,P0332,1,6092.03,0
I00848,O00392,P0383,1,2604.07,4
I00849,O01313,P0298,5,1287.77,21
I00850,O00083,P0119,2,9981.64,23
I00851,O01401,P0203,1,1416.32,6
I00852,O01177,P0002,3,6553.34,22
I00853,O00029,P0212,1,1158.84,6
I00854,O01484,P0332,4,7877.42,27
I00855,O00842,P0194,3,6629.25,21
I00856,O00413,P0440,3,6387.01,6
I00857,O01364,P0440,4,9472.98,7
I00858,O00561,P0224,4,584.44,0
I00859,O00126,P0401,4,8900.47,1
I00860,O00418,P0212,4,1193.12,9
I00861,O00363,P0219,2,7713.63,15
I00862,O00931,P0179,5,3101.64,7
I00863,O00565,P0430,4,4820.67,12
I00864,O00452,P0225,3,9057.58,0
I00865,O00788,P0113,2,9866.28,17
I00866,O00297,P0057,5,2749.99,11
I00867,O00203,P0140,5,8633.82,16
I00868,O00042,P0033,3,5714.84,28
I00869,O00580,P0130,1,8116.13,24
I00870,O01177,P0410,5,9251.86,29
I00871,O01083,P0002,2,1576.05,0
I00872,O01135,P0215,3,5722.72,0
I00873,O00223,P0376,4,3132.75,24
I00874,O00557,P0301,4,2074.72,12
I00875,O00731,P0050,5,3861.22,19
I00876,O00666,P0024,2,8592.18,11
I00877,O01091,P0171,4,4982.19,13
I00878,O00157,P0053,-5,5695.07,4
I00879,O00090,P0105,2,4724.12,17
I00880,O01124,P0226,1,7212.47,7
I00881,O00199,P0019,2,2638.92,29
I00882,O00575,P0330,5,5927.4,14
I00883,O00485,P0314,2,1275.91,25
I00884,O01100,P0383,3,6328.16,24
I00885,O01412,P0142,2,5456.64,21
I00886,O01003,P0419,1,9923.34,25
I00887,O00205,P0046,4,5086.63,7
I00888,O00875,P0357,5,3554.69,11
I00889,O00337,P0014,4,7415.12,20
I00890,O00564,P0099,-5,1803.48,5
I00891,O00368,P0101,2,8290.05,6
I00892,O00126,P0339,2,4549.72,19
I00893,O01487,P0468,2,7268.21,11
I00894,O00885,P0079,3,6910.38,26
I00895,O00016,P0088,2,3807.9,17
I00896,O00861,P0056,2,939.79,5
I00897,O00851,P0056,2,4402.72,22
I00898,O01066,P0366,2,5594.47,21
I00899,O01212,P0461,5,9622.72,18
I00900,O00323,P0425,3,9972.45,17
I00901,O00920,P0218,5,1804.14,26
I00902,O00533,P0311,4,2220.06,23
I00903,O00606,P0193,1,7748.32,14
I00904,O00237,P0408,1,6975.72,28
I00905,O01435,P0274,1,9500.67,3
I00906,O01331,P0298,5,7153.24,26
I00907,O00369,P0276,2,8770.41,25
I00908,O00104,P0261,2,8597.2,17
I00909,O01132,P0043,1,3457.21,17
I00910,O00681,P0282,1,1448.18,5
I00911,O00421,P0072,1,8048.41,7
I00912,O01280,P0227,1,807.21,23
I00913,O00660,P0236,5,1729.88,8
I00914,O00024,P0400,-3,370.49,21
I00915,O01481,P0016,1,927.97,5
I00916,O01409,P0098,5,4859.72,25
I00917,O01104,P0332,1,3778.24,25
I00918,O00307,P0181,-5,3197.16,21
I00919,O01033,P0331,1,2969.63,9
I00920,O01118,P0417,3,1564.64,21
I00921,O00589,P0252,5,5270.0,24
I00922,O00592,P0257,1,6254.38,1
I00923,O00083,P0260,3,4403.43,0
I00924,O00006,P0339,1,2686.72,7
I00925,O00700,P0046,4,3678.52,16
I00926,O00830,P0194,3,5673.71,7
I00927,O00552,P0262,4,2355.66,10
I00928,O00750,P0159,3,8233.62,25
I00929,O00086,P0283,5,7171.45,20
I00930,O00426,P0124,4,4160.82,27
I00931,O01266,P0182,5,7886.58,0
I00932,O01077,P0095,5,1345.09,1
I00933,O00251,P0444,3,3977.6,26
I00934,O01139,P0469,5,5339.97,0
I00935,O00530,P0493,3,8583.76,5
I00936,O01021,P0451,5,9315.91,16
I00937,O00385,P0271,2,6512.65,12
I00938,O01379,P0034,3,1500.86,12
I00939,O01487,P0088,5,5265.06,20
I00940,O00325,P0011,3,2502.89,13
I00941,O01486,P0433,2,5330.38,6
I00942,O00516,P0043,1,4673.46,1
I00943,O01294,P0200,4,1651.05,30
I00944,O00087,P0096,3,4092.46,7
I00945,O01400,P0096,3,3008.95,30
I00946,O00963,P0194,1,3146.52,25
I00947,O01051,P0295,3,9603.72,16
I00948,O00047,P0396,5,2336.08,3
I00949,O01429,P0257,3,5235.59,26
I00950,O00275,P0239,3,6139.94,22
I00951,O00697,P0020,1,2967.99,20
I00952,O00597,P0123,1,2125.93,6
I00953,O00728,P0100,2,8302.4,8
I00954,O01452,P0063,5,4007.73,7
I00955,O00185,P0049,2,7141.92,14
I00956,O00254,P0279,5,578.47,6
I00957,O01293,P0348,2,2060.1,6
I00958,O00662,P0116,2,488.19,13
I00959,O00172,P0471,1,7525.42,24
I00960,O00671,P0200,5,1043.55,30
I00961,O01132,P0369,5,8653.76,28
I00962,O00379,P0107,-1,8221.45,25
I00963,O00686,P0399,1,4208.72,17
I00964,O01073,P0474,2,229.89,22
I00965,O01305,P0360,4,5023.78,23
I00966,O01221,P0062,3,9607.65,29
I00967,O01272,P0349,4,2215.65,11
I00968,O00275,P0454,5,673.66,9
I00969,O00253,P0446,5,5307.02,24
I00970,O01105,P0150,5,2335.86,12
I00971,O00055,P0301,5,1479.01,13
I00972,O01481,P0081,2,9421.84,19
I00973,O00151,P0123,5,4567.79,10
I00974,O00189,P0131,3,9344.4,22
I00975,O01098,P0209,3,9412.61,1
I00976,O00692,P0122,3,4974.52,12
I00977,O00095,P0266,4,6967.49,3
I00978,O00037,P0481,2,517.37,6
I00979,O00417,P0185,1,3966.84,28
I00980,O00056,P0198,5,1624.52,14
I00981,O00436,P0052,1,9532.59,24
I00982,O00698,P0183,2,615.32,13
I00983,O00894,P0293,5,1176.86,20
I00984,O01150,P0330,4,9033.94,19
I00985,O00541,P0149,2,7521.67,1
I00986,O01136,P0003,1,7958.73,14
I00987,O00487,P0245,2,8642.05,29
I00988,O01083,P0070,5,4133.83,6
I00989,O01259,P0371,2,1328.96,3
I00990,O01422,P0010,3,6096.25,1
I00991,O01157,P0298,5,7104.72,25
I00992,O00373,P0479,3,256.16,14
I00993,O00340,P0207,3,7586.57,22
I00994,O01282,P0216,5,7689.62,18
I00995,O01346,P0152,4,8319.79,20
I00996,O01495,P0347,5,6814.97,27
I00997,O01070,P0152,4,1537.29,25
I00998,O01305,P0488,3,5730.74,4
I00999,O00603,P0011,3,7745.77,28
I01000,O00399,P0489,3,1833.72,6
I01001,O00457,P0151,1,7827.23,24
I01002,O01147,P0492,4,9381.54,13
I01003,O01143,P0243,5,1634.51,20
I01004,O00856,P0498,1,8926.91,20
I01005,O00443,P0159,4,5660.43,23
I01006,O00452,P0167,2,6734.45,19
I01007,O01066,P0071,3,6606.87,17
I01008,O00584,P0424,1,130.42,11
I01009,O00242,P0073,4,9032.26,18
I01010,O00062,P0282,5,8065.39,25
I01011,O00735,P0279,2,6797.89,13
I01012,O01128,P0196,3,5771.84,11
I01013,O00444,P0008,4,5661.76,25
I01014,O01405,P0452,4,1542.6,6
I01015,O00690,P0473,5,7529.18,8
I01016,O00817,P0278,2,1574.63,18
I01017,O00557,P0321,3,9000.04,27
I01018,O00337,P0245,1,7548.1,0
I01019,O01053,P0223,1,6043.89,29
I01020,O00113,P0060,4,8353.73,24
I01021,O00154,P0042,4,6716.32,26
I01022,O00053,P0025,5,9458.9,12
I01023,O01328,P0143,5,893.03,20
I01024,O00659,P0028,5,4586.06,24
I01025,O01069,P0101,2,8731.22,30
I01026,O01285,P0074,4,597.96,11
I01027,O00554,P0009,2,8967.61,14
I01028,O00801,P0084,4,676.0,30
I01029,O01487,P0207,4,7653.37,13
I01030,O00706,P0010,2,5599.1,2
I01031,O00972,P0473,4,3906.28,1
I01032,O01233,P0035,2,7714.22,8
I01033,O01074,P0346,1,5382.01,2
I01034,O00930,P0119,2,982.95,4
I01035,O00351,P0104,3,3512.94,30
I01036,O01116,P0475,4,883.59,0
I01037,O00337,P0348,2,1106.4,19
I01038,O00231,P0113,-2,7528.34,7
I01039,O00651,P0068,5,4730.5,17
I01040,O00771,P0063,5,1984.83,14
I01041,O01117,P0152,1,3140.27,18
I01042,O00346,P0443,1,5830.18,1
I01043,O00603,P0262,2,525.71,26
I01044,O00584,P0028,1,2441.42,6
I01045,O00816,P0241,3,5388.4,29
I01046,O01024,P0342,2,5182.57,29
I01047,O00331,P0328,2,1013.46,15
I01048,O00374,P0053,5,6319.83,8
I01049,O00860,P0088,5,5767.95,10
I01050,O01407,P0311,4,4435.52,24
I01051,O00475,P0448,4,8243.19,7
I01052,O00363,P0279,1,6847.16,10
I01053,O00469,P0294,-4,7527.69,30
I01054,O01440,P0302,1,5491.52,20
I01055,O00244,P0233,4,4835.38,1
I01056,O01017,P0121,4,9013.09,16
I01057,O00032,P0187,2,7668.91,12
I01058,O01350,P0431,5,1792.31,7
I01059,O00327,P0045,3,9922.29,21
I01060,O00687,P0277,-3,9889.85,29
I01061,O00830,P0292,1,1588.37,2
I01062,O00357,P0038,5,9818.85,4
I01063,O00936,P0387,3,5982.29,1
I01064,O01397,P0138,5,2428.67,19
I01065,O01120,P0445,5,260.05,5
I01066,O00078,P0436,2,3375.73,1
I01067,O00471,P0340,5,8433.46,13
I01068,O00514,P0260,5,9693.75,20
I01069,O01241,P0173,2,8476.74,19
I01070,O00136,P0332,5,931.74,11
I01071,O01040,P0235,4,9628.06,24
I01072,O00904,P0047,1,3633.68,5
I01073,O00823,P0230,2,3965.91,6
I01074,O01345,P0096,5,359.56,19
I01075,O00160,P0494,4,6178.84,23
I01076,O01090,P0253,4,3906.3,4
I01077,O00894,P0259,5,5022.54,27
I01078,O00266,P0164,2,5209.56,6
I01079,O00079,P0405,4,6468.73,10
I01080,O01318,P0096,-5,6855.15,25
I01081,O01425,P0138,2,8841.9,21
I01082,O00800,P0196,3,7304.12,10
I01083,O00063,P0345,4,1335.77,8
I01084,O00702,P0437,5,3807.84,8
I01085,O00806,P0236,2,5976.59,6
I01086,O01253,P0151,2,1938.32,7
I01087,O01180,P0434,2,2765.6,12
I01088,O00399,P0280,2,9608.7,29
I01089,O00697,P0208,5,1727.77,2
I01090,O00692,P0370,3,9894.87,15
I01091,O00704,P0200,2,1760.03,18
I01092,O01207,P0114,2,8696.51,7
I01093,O01406,P0190,3,1111.99,27
I01094,O01456,P0201,5,3755.39,0
I01095,O00792,P0487,4,8516.21,10
I01096,O00999,P0396,1,6833.02,26
I01097,O00398,P0157,3,6318.46,3
I01098,O00153,P0475,5,8340.73,29
I01099,O00338,P0025,4,2071.56,26
I01100,O00552,P0407,3,473.14,26
I01101,O00630,P0046,3,3319.94,14
I01102,O00672,P0104,1,1161.5,23
I01103,O00440,P0419,2,4252.89,23
I01104,O00873,P0230,5,8530.44,1
I01105,O00545,P0488,1,8481.39,22
I01106,O00179,P0019,1,7785.7,5
I01107,O01084,P0486,4,9976.18,22
I01108,O01150,P0031,5,6090.21,26
I01109,O00014,P0140,2,3673.77,7
I01110,O00714,P0206,5,1711.62,4
I01111,O00877,P0214,3,677.85,10
I01112,O00922,P0276,5,4477.79,9
I01113,O01447,P0173,2,5151.06,23
I01114,O00696,P0376,3,5924.38,30
I01115,O00650,P0404,3,7155.49,19
I01116,O00264,P0156,3,9584.25,29
I01117,O01420,P0220,1,9855.32,0
I01118,O00013,P0452,2,490.08,4
I01119,O00471,P0301,3,6508.67,7
I01120,O00269,P0330,1,8785.98,28
I01121,O00650,P0036,1,2162.6,10
I01122,O01069,P0105,3,6370.84,13
I01123,O01397,P0052,5,2910.7,9
I01124,O00785,P0198,5,5905.69,22
I01125,O01414,P0480,4,2298.65,14
I01126,O00600,P0330,4,4191.47,23
I01127,O01056,P0379,1,7066.47,29
I01128,O00143,P0270,3,2262.54,26
I01129,O00217,P0378,2,1423.89,26
I01130,O01243,P0074,1,8798.77,20
I01131,O01279,P0048,1,683.95,23
I01132,O01065,P0126,1,4212.14,15
I01133,O01133,P0238,2,3515.57,17
I01134,O00828,P0266,2,7091.05,21
I01135,O00371,P0461,4,3565.87,14
I01136,O00744,P0288,3,6314.57,15
I01137,O01170,P0483,2,423.67,4
I01138,O01372,P0380,5,4590.38,28
I01139,O00210,P0201,5,625.65,27
I01140,O00248,P0331,2,4740.85,2
I01141,O00407,P0227,4,7893.4,23
I01142,O01343,P0299,2,9669.54,30
I01143,O00354,P0080,1,5808.82,18
I01144,O00844,P0452,5,1794.81,3
I01145,O01347,P0438,4,5893.25,20
I01146,O01128,P0074,3,2440.9,5
I01147,O01439,P0494,3,2520.76,18
I01148,O01139,P0482,5,3149.81,13
I01149,O01321,P0238,1,7397.44,28
I01150,O00806,P0149,4,2546.64,0
I01151,O00520,P0296,5,8126.56,24
I01152,O01485,P0060,4,1886.56,14
I01153,O01193,P0225,5,126.61,18
I01154,O00332,P0029,2,3377.99,21
I01155,O01080,P0467,5,5027.24,3
I01156,O00670,P0071,2,5837.83,17
I01157,O00306,P0015,5,8141.98,24
I01158,O00747,P0204,1,7319.11,23
I01159,O00355,P0020,1,8845.38,8
I01160,O01405,P0454,5,4709.46,16
I01161,O00898,P0179,5,6867.61,22
I01162,O00732,P0095,3,2444.28,17
I01163,O00083,P0104,4,271.64,9
I01164,O01322,P0042,2,8165.26,27
I01165,O00943,P0035,5,3534.19,27
I01166,O01491,P0293,2,8995.54,27
I01167,O00306,P0330,-1,5814.17,24
I01168,O01360,P0013,5,1015.5,6
I01169,O01048,P0099,4,661.22,26
I01170,O01181,P0213,2,9922.57,2
I01171,O01024,P0048,2,6126.1,3
I01172,O01297,P0078,2,7344.38,3
I01173,O01407,P0474,2,7033.98,14
I01174,O01353,P0072,4,629.68,19
I01175,O00784,P0207,1,1134.6,29
I01176,O01265,P0370,2,415.98,4
I01177,O01084,P0390,3,4432.61,7
I01178,O01495,P0110,2,466.53,18
I01179,O00691,P0107,2,5407.87,21
I01180,O01363,P0416,2,3084.51,16
I01181,O00578,P0091,1,1094.54,9
I01182,O01399,P0203,1,6290.95,4
I01183,O01181,P0341,3,3333.73,4
I01184,O00770,P0066,2,269.44,26
I01185,O00752,P0496,5,3564.76,12
I01186,O01342,P0001,1,8073.09,6
I01187,O00263,P0399,5,6976.15,15
I01188,O00469,P0497,1,4591.97,4
I01189,O00736,P0282,3,3333.73,11
I01190,O00267,P0109,4,8478.79,8
I01191,O00320,P0014,1,1494.37,15
I01192,O00742,P0315,1,1703.34,7
I01193,O00124,P0086,5,6030.76,1
I01194,O00175,P0221,4,4319.37,18
I01195,O00267,P0065,1,8614.11,16
I01196,O00535,P0488,1,8654.15,26
I01197,O01455,P0444,1,2926.01,7
I01198,O01262,P0186,1,9089.01,12
I01199,O01311,P0232,4,3748.8,28
I01200,O00760,P0227,3,5942.22,24
I01201,O00871,P0432,3,1807.58,7
I01202,O00218,P0071,3,8384.03,8
I01203,O00227,P0023,4,5593.92,24
I01204,O01054,P0063,1,483.43,0
I01205,O00206,P0231,4,4046.52,24
I01206,O00868,P0265,1,521.97,0
I01207,O01489,P0344,5,3725.81,3
I01208,O01475,P0056,2,9744.59,22
I01209,O00401,P0261,1,520.26,14
I01210,O00947,P0365,1,2368.97,2
I01211,O00590,P0185,1,9702.7,30
I01212,O00409,P0411,3,4066.11,3
I01213,O01158,P0223,-2,1899.09,17
I01214,O00916,P0219,5,7063.74,19
I01215,O00419,P0062,3,5656.45,10
I01216,O00411,P0311,2,4085.54,26
I01217,O00896,P0456,4,3996.88,26
I01218,O01199,P0033,2,5293.7,26
I01219,O00973,P0010,2,417.64,8
I01220,O00206,P0160,4,9654.3,20
I01221,O00139,P0408,-5,1253.15,14
I01222,O00958,P0064,5,9147.9,1
I01223,O00538,P0300,1,2435.92,24
I01224,O01465,P0289,5,7597.14,27
I01225,O00646,P0128,3,6710.33,22
I01226,O00353,P0022,1,2629.66,19
I01227,O01208,P0153,5,6501.18,19
I01228,O00809,P0402,4,6100.48,15
I01229,O00407,P0238,2,5944.14,21
I01230,O00783,P0309,1,5609.77,9
I01231,O00783,P0490,1,1085.81,6
I01232,O00101,P0249,4,4850.93,8
I01233,O00357,P0391,2,3290.96,5
I01234,O01056,P0343,2,5950.65,9
I01235,O00234,P0313,5,4516.07,0
I01236,O00541,P0085,1,8845.91,27
I01237,O00957,P0027,-2,5204.16,26
I01238,O00217,P0046,5,4166.34,26
I01239,O01351,P0015,2,6345.16,21
I01240,O01118,P0484,3,9735.07,2
I01241,O01438,P0385,2,6190.57,16
I01242,O01198,P0230,5,9018.24,28
I01243,O00911,P0493,1,321.89,26
I01244,O01204,P0494,5,2968.69,21
I01245,O00145,P0497,5,5511.52,12
I01246,O00284,P0083,3,7602.54,14
I01247,O00478,P0293,3,9830.27,16
I01248,O00024,P0277,3,1808.49,25
I01249,O00096,P0215,1,4795.65,15
I01250,O00369,P0432,1,1970.25,18
I01251,O00826,P0047,1,7669.63,21
I01252,O01047,P0457,1,5046.88,26
I01253,O00339,P0308,5,6737.08,17
I01254,O01488,P0386,5,3981.83,30
I01255,O00103,P0137,4,527.03,11
I01256,O00530,P0464,2,7925.66,25
I01257,O00727,P0219,5,535.81,28
I01258,O00363,P0250,5,2912.76,28
I01259,O00683,P0371,5,3836.13,3
I01260,O01349,P0344,4,6447.65,5
I01261,O01239,P0475,3,4274.16,20
I01262,O00771,P0197,3,5513.3,23
I01263,O00880,P0014,3,2729.88,16
I01264,O00910,P0006,3,1614.2,10
I01265,O00328,P0478,1,3620.16,24
I01266,O00833,P0141,2,5471.93,4
I01267,O01176,P0492,1,7914.51,7
I01268,O01091,P0357,3,5067.91,19
I01269,O00282,P0133,1,4012.37,4
I01270,O01180,P0035,5,4306.65,19
I01271,O00152,P0110,1,9987.24,3
I01272,O01485,P0128,5,3641.7,24
I01273,O00335,P0421,5,8744.01,22
I01274,O00437,P0244,4,7225.17,28
I01275,O00510,P0023,1,9191.67,10
I01276,O00821,P0171,5,7819.61,22
I01277,O00738,P0465,1,9565.87,24
I01278,O00537,P0064,3,6201.17,13
I01279,O00396,P0357,3,2962.61,0
I01280,O00130,P0241,5,7580.49,15
I01281,O00260,P0359,1,2661.05,17
I01282,O01292,P0022,5,5512.37,30
I01283,O00946,P0427,1,5556.41,3
I01284,O00555,P0212,3,5218.02,3
I01285,O01275,P0095,2,9199.26,20
I01286,O01119,P0217,4,6203.03,17
I01287,O00510,P0358,5,9755.03,12
I01288,O00639,P0477,5,5116.56,18
I01289,O00185,P0168,3,3468.82,8
I01290,O00101,P0057,3,1328.76,4
I01291,O00120,P0433,5,6905.78,15
I01292,O00782,P0456,3,6978.19,11
I01293,O00161,P0217,1,6859.38,1
I01294,O01102,P0386,2,7735.79,25
I01295,O00644,P0128,4,4166.82,22
I01296,O01187,P0134,2,3343.77,19
I01297,O00016,P0026,1,345.25,20
I01298,O00279,P0153,5,5350.49,18
I01299,O00601,P0472,3,3825.72,12
I01300,O01141,P0315,3,4405.59,15
I01301,O00893,P0135,4,1702.11,26
I01302,O00746,P0251,3,7587.04,10
I01303,O01170,P0231,5,7846.92,9
I01304,O00394,P0401,3,5113.58,19
I01305,O00497,P0439,1,7844.08,8
I01306,O00268,P0438,4,6371.98,24
I01307,O00593,P0028,4,1173.15,20
I01308,O00711,P0118,3,9260.99,0
I01309,O00383,P0061,4,1831.59,9
I01310,O00926,P0220,2,9646.91,15
I01311,O00276,P0392,4,3228.45,2
I01312,O00162,P0091,-4,2881.21,3
I01313,O01031,P0418,1,9569.8,17
I01314,O00123,P0004,5,7628.88,17
I01315,O01206,P0265,1,9821.59,15
I01316,O00262,P0101,4,8758.73,5
I01317,O00734,P0228,5,9314.18,28
I01318,O00560,P0229,1,1435.61,22
I01319,O00337,P0327,4,8138.69,2
I01320,O00338,P0028,2,2118.52,8
I01321,O00981,P0176,2,2356.96,11
I01322,O01091,P0025,5,4665.92,11
I01323,O00543,P0486,2,5189.16,9
I01324,O01142,P0356,2,7536.67,16
I01325,O00742,P0409,3,7548.97,30
I01326,O01385,P0484,3,4349.45,9
I01327,O00957,P0174,3,7423.7,27
I01328,O00158,P0058,2,1485.44,6
I01329,O00917,P0147,2,7720.53,19
I01330,O01272,P0376,4,8174.43,2
I01331,O00816,P0392,4,2142.17,21
I01332,O01390,P0381,3,1746.94,5
I01333,O01137,P0276,1,3857.12,5
